Título,Cuerpo,Dia y hora
"Copa del Rey, primera eliminatoria, en directo | Hoy juegan 15 equipos de Segunda","LaLiga EA Sports: Almería, Betis, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Ferrol, Huesca, Leganés, Levante, Mirandés, Oviedo, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Málaga, Melilla, Unionistas
Segunda RFEF: Andratx, Arandina, Barbastro, Cayón, Orihuela, Terrassa, Tudelano, Valle Egüés, Yeclano, Zamora
Tercera RFEF: Astorga
FINAL. El conjunto de Luis Carrión accede a segunda ronda gracias al doblete de Masca.
FINAL. El conjunto gallego accede a la segunda ronda copera. 
GOL del Oviedo. Masca repitió para el conjunto carbayón en la prórroga. 
GOL del Racing de Ferrol. Sentencia el partido el conjunto de Parralo con el tanto de nuevo de Alvaro Giménez.
El marcador lo dice todo. Los verdiblancos, en el sorteo del martes.
LaLiga EA Sports: Almería, Betis, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Huesca, Leganés, Levante, Mirandés, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Málaga, Melilla, Unionistas
Segunda RFEF: Andratx, Arandina, Barbastro, Cayón, Orihuela, Terrassa, Tudelano, Valle Egüés, Yeclano, Zamora
Tercera RFEF: Astorga
FINAL. El Tarazona cae en la prórroga en su visita a Baleares. 
GOL del Racing. Se adelanta el conjunto de Parralo en la prórroga con el tanto de Alvaro Giménez
También se va a la prórroga el partido en El Congost.
Prórroga en el Estadio Municipal Antonio Naranjo.
GOL del Andratx. Se adelantan de nuevo los baleares en el tiempo de prórroga con el tanto de Garry.
GOL del Marbella. Anota Marco Tulio tras un centro de Gato.
La eliminatoria en Sa Plana se marcha a la prórroga.
GOL del Andratx. Alberto Fernández anota el tanto que puede mandar la eliminatoria a la prórroga.
LaLiga EA Sports: Almería, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Huesca, Leganés, Levante, Mirandés, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Málaga, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Orihuela, Terrassa, Tudelano, Valle Egüés, Yeclano, Zamora
Tercera RFEF: Astorga
GOL del Tarazona. Se adelantan los visitantes con un gran tanto de volea de Fer Cano. 
FINAL. El conjunto de Antonio Hidalgo accede a segunda ronda gracias al tanto de Juanjo Nieto.
LaLiga EA Sports: Almería, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Huesca, Leganés, Levante, Mirandés, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Málaga, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Orihuela, Terrassa, Tudelano, Valle Egüés, Yeclano, Zamora
Tercera RFEF: Astorga
Alcanza el Orihuela la segunda ronda tras superar al Nàstic en la tanda de penaltis (6-5)
GOL del Racing de Ferrol. Se adelanta el conjunto de Parralo con el tanto de Sabin Merino.
Accede a segunda ronda el conjunto malacitano en la tanda de penaltis (2-4)
LaLiga EA Sports: Almería, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Leganés, Levante, Mirandés, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Málaga, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Terrassa, Tudelano, Valle Egüés, Yeclano, Zamora
Tercera RFEF: Astorga
FINAL. Los dos goles en la prórroga permiten al Yeclano acceder a la segunda ronda copera.
GOL del Yeclano. Llega el segundo tanto local. 
La eliminatoria en Los Arcos se decide en la tanda de penaltis.
FINAL. Accede el Mirandés a la segunda ronda gracias al tanto en la prórroga de Durdov.
La eliminatoria en Lasesarre se decide en la tanda de penaltis.
LaLiga EA Sports: Almería, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Leganés, Levante, Mirandés, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Terrassa, Tudelano, Valle Egüés, Zamora
Tercera RFEF: Astorga
FINAL. Pasa el Tudelano en la prórroga. Valió el gol de Iván Martínez.
GOL del Yeclano. Los murcianos marcan en la prórroga y acarician el pase a segunda ronda.
GOL del Manresa. Marca Baquero que se planta en la frontal y hace un disparo a media altura que termina en el fondo de la portería.
FINAL. El conjunto de Imanol accede a segunda ronda gracias al tanto de Carlos Fernández.
LaLiga EA Sports: Almería, Cádiz, Celta, Getafe, Girona, Las Palmas, Mallorca, Rayo Vallecano, Real Sociedad, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Leganés, Levante, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Terrassa, Valle Egüés, Zamora
Tercera RFEF: Astorga
FINAL. El conjunto bermellón también accede sin problemas a la segunda ronda copera.
FINAL. Un resultado que lo dice todo. Los de Bordalás, en el bombo del sorteo del martes.
LaLiga EA Sports: Almería, Cádiz, Celta, Getafe, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Leganés, Levante, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Terrassa, Valle Egüés, Zamora
Tercera RFEF: Astorga
En los penaltis sigue adelante el conjunto zamorano (4-3). Tercer equipo de LaLiga Hypermotion que cae en esta primera eliminatoria tras Andorra y Albacete.
GOL del Tudelano. Se adelantan los locales con el tanto de Iván Martínez.
La eliminatoria se decide en los penaltis. 
GOL del Oviedo. Masca fue el autor del tanto carbayón.
GOL del Zamora. La eliminatoria está igualada y todo parece que se decidirá en los penaltis tras el gol de Carlos Ramos.
GOL del Mirandés. Se adelanta el equipo de Segunda con un tanto de Durdov.
Ya conocemos el once local de Xavi Corominas
GOL del Tarazona. Igualan los aragoneses con el tanto de Mounir.
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Leganés, Levante, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Terrassa, Valle Egüés
Tercera RFEF: Astorga
FINAL. Segundo equipo de LaLiga Hypermotion que cae en esta primera eliminatoria tras el Andorra. Valió el gol de Jordi Cano. 
Cuatro prórrogas en juego en los siguientes partidos: Orihuela 0-0 Nàstic; Tudelano 0-0 Recreativo; Utebo 1-1 Mirandés; Yeclano 0-0 Sanluqueño
Tiempo de prórroga en Lasesarre. 
FINAL. Los ilicitanos no se dejaron sorprender en Barcelona y estarán en la siguiente ronda.
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Elche, Eldense, Espanyol, Leganés, Levante, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Melilla, Unionistas
Segunda RFEF: Arandina, Barbastro, Cayón, Valle Egüés
Tercera RFEF: Astorga
FINAL. Los salmantinos sentenciaron en el tramo final y estarán en el sorteo del martes de la segunda eliminatoria.
GOL del Racing. De penalti se adelantan los cántabros. Lo transformó Peque.
GOL del Andratx. Se adelantan los locales en Sa Plana con el tanto de Castedo.
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Eldense, Espanyol, Leganés, Levante, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Deportivo, Linares, Lugo, Melilla
Segunda RFEF: Arandina, Barbastro, Cayón, Valle Egüés
Tercera RFEF: Astorga
FINAL. Fue superior el Deportivo en la prórroga liderado por Lucas Pérez. 
GOL del Elche. El conjunto ilicitano sentencia su pase a la segunda ronda con el tanto de Rodri Mendoza.
Once visitante que pone en liza Molo, su técnico
Se está disputando el tiempo de prórroga en el Ruta de la Plata.
GOL del Deportivo. Los de Idiakez firman la sentencia de la eliminatoria.
GOL de Unionistas. Los visitantes sentencian con el segundo tanto.
GOL del Deportivo. Marca Lucas Pérez en la segunda parte de la prórroga para poner en ventaja a los deportivistas.
GOL del Huesca. Se adelantan los oscenses con el tanto de Juanjo Nieto.
GOL de Unionistas. Mario Losada pone en ventaja a los charros.
FINAL. El conjunto andaluz se mostró superior en Ciudad Real y accede a la segunda ronda.
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Eldense, Espanyol, Leganés, Levante, Sporting, Tenerife, Valladolid
Primera RFEF: Antequera, Arenteiro, Castellón, Linares, Lugo, Melilla
Segunda RFEF: Arandina, Barbastro, Cayón, Valle Egüés
Tercera RFEF: Astorga
FINAL. La Arandina da la sorpresa y elimina a un equipo de Primera Federación. Valió el tanto de Ayub.
FINAL. Muy superior el conjunto de Miguel Angel Ramírez, que estará el martes en el sorteo de la 2ª eliminatoria.
GOL del Racing. El conjunto cántabro iguala la eliminatoria con el tanto de Andrés Martín. 
Ya conocemos el once que presenta Cristóbal Parralo
GOL del Sporting. Sentencian los asturianos con el tanto de Marcos Fernández.
Ya conocemos el once carbayón que presenta Luis Carrión
GOL del Mirandés. El conjunto de Alessio Lisci logra la igualada con el tanto de Tomeo.
GOL del Terrassa. Se adelanta el conjunto egarense con el tanto de Jordi Cano.
Once local que pone en liza Fran Beltrán
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Eldense, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Arenteiro, Castellón, Linares, Lugo, Melilla
Segunda RFEF: Barbastro, Cayón, Valle Egüés
Tercera RFEF: Astorga
Prórroga en Ganzábal. El tanto de Pablo Vázquez conduce la eliminatoria al tiempo extra.
FINAL. Adelante los cántabros en la única eliminatoria con equipos de la misma categoría.
GOL del Sporting. Amplía su ventaja el conjunto gijonés con el tanto de Hassan.
GOL del Sporting. Cobra ventaja el conjunto gijonés. Centro de Guille Rosas y gol en propia puerta.
GOL del Manchego. Recortan distancias los locales con el tanto de Carlos Jiménez.
GOL del Antequera. Llega el tercero de los visitantes. Doblete de Ale Marín. 
GOL del Deportivo. Iguala el conjunto de Idiakez con el tanto de Pablo Vázquez.
Once del conjunto local que entrena José Contreras.
GOL del Elche. Se adelanta el conjunto ilicitano en Barcelona con el tanto de Mourad.
GOL del Utebo. Se adelanta el conjunto aragonés.
Once local que presenta el técnico Sebas López.
GOL del Antequera. Amplía su ventaja el conjunto andaluz con el tanto de Ale Marín. 
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Eldense, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Arenteiro, Castellón, Linares, Lugo, Melilla
Segunda RFEF: Barbastro, Valle Egüés
Tercera RFEF: Astorga
GOL del Cayón. Se adelantan los cántabros. Zapatazo con el exterior a la escuadra de Héctor para poner en ventaja al Cayón.
FINAL. El conjunto de Fernando Estévez accede a segunda ronda con el penalti transformado por Ortuño.
FINAL. El conjunto navarro necesitó la prórroga para seguir adelante en la Copa tras el penalti transformado por Miguel Díaz.
FINAL. El conjunto gallego accede a la segunda eliminatoria gracias al gol de Markitos.
GOL del Eldense. El conjunto de Fernando Estévez se adelanta con el penalti transformado por Juanto Ortuño.
GOL del Valle de Egüés. De penalti marca en la prórroga el equipo navarro. Transformó la pena máxima Miguel Díaz.
GOL del Zamora. Se adelanta el conjunto de David Movilla al borde del descanso. Luismi Luengo fue el autor del gol.
GOL del Eldense. Cañonazo desde lejos del lateral Derick Poloni para igualar la eliminatoria.
GOL del Antequera. Chema Núñez marca para los visitantes.
GOL de la Arandina. Recuperación ribereña en la medular, acción por banda de Kevin Manzano, centro de segundas de Otu Joseph y emboque de Ayub a las redes de Iker Piedra.
Este es el once que presenta Antonio Hidalgo, el técnico del conjunto oscense.
Se estrena Abel Segovia en el banquillo visitante con el siguiente once.
Once local que presenta Adrián Hernández.
Los futbolistas de la Arandina han renunciado a jugar el primer minuto del partido de la eliminatoria de primera ronda de la Copa del Rey que le enfrenta en su estadio al Real Murcia como protesta por la deuda que el club mantiene con ellos. El concreto los integrantes de la plantilla, apoyados por la Asociación de Futbolistas Españoles, afirman que la entidad les adeuda dos mensualidades y media en lo que va de temporada así como las primas individuales conseguidas. Además afirman que tampoco se ha renovado el material deportivo, el cual consideran se encuentra ""muy deteriorado"".
Once visitante que presenta Alessio Lisci.
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Castellón, Linares, Lugo, Melilla
Segunda RFEF: Barbastro
Tercera RFEF: Astorga
FINAL. Se clasifica el conjunto de Tercera, que elimina al equipo de Eder Sarabia.
FINAL. Se clasifica el conjunto de Pedro Munitis gracias al tanto de Leandro Antonetti.
GOL del Jaén. Vaya caramelo que puso Joseliyo directamente a la cabeza de Mario Martos y este al fondo de las mallas.
Once local que presenta Juan Carlos Beltrán.
La eliminatoria en Mutilva se marcha a la prórroga.
Once visitante que presenta Abel Gómez
Once local que presenta Oriol Riera
Once del Albacete que pone en liza Rubén Albés
Once local que presenta Chus Trujillo
Y Daniel Vidal, técnico visitante, pone en liza el siguiente once
Once local que presenta Oscar Sánchez.
Confirmados los onces que presentan Germán Beltrán y Dani Ponz.
GOL del Lugo. Se adelanta el conjunto de Pedro Munitis. Marca Leandro Antonetti de un gran remate de cabeza.
Once del Málaga que presenta Sergio Pellicer
GOL del Covadonga. Sorpresa en Ganzábal con el tanto local marcado por Nyno.
Once local que presenta Imanol de la Sota
GOL del Ursaria. Jugada por banda entre Borja y Pablo que le deja el balón a Adri para que asista a Christian y haga el empate a uno.
Once local que presenta Jon Erice.
LaLiga EA Sports: Almería, Cádiz, Celta, Girona, Las Palmas, Rayo Vallecano, Sevilla
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Castellón, Linares, Melilla
Segunda RFEF: Barbastro
GOL del Cayón. Se adelanta el conjunto cántabro con el tanto de David Sanz. Falta directa que se fue cerrando a la que no llegó el arquero madrileño.
Finales: Quintanar de la Orden 0-3 Sevilla; Turégano 0-4 Celta
GOL del Eldense. Centro lateral de Joel Jorquera que remata de cabeza Miguel Marí para hacer el empate.
Once del conjunto ilicitano que presenta Sebastian Beccacece
Este es el once que presenta el técnico local, Ramón Gatell. 
GOL del Arenteiro. Se adelantan los gallegos con el tanto de Markitos.
Conocemos el once que presenta el técnico local, Mario Sánchez
GOL del Jaén. Brian recoge un rechace en el área pequeña para batir a Aceves.
David Movilla, técnico del conjunto zamorano, presenta el siguiente once
Alex Izquierdo, técnico de la Arandina, se decanta por el siguiente once.
El Covadonga se traslada a Ganzábal para recibir al Deportivo. El técnico, Manolo Simón, presenta el siguiente once.
El Racing visita el Ruta de la Plata. José Alberto presenta el siguiente once.
El conjunto de Miguel Angel Ramírez visita tierras salmantinas con el siguiente once.
Este es el once que presenta Gustavo Munua, el técnico del conjunto pimentonero.
Luis Fernández, el técnico del conjunto cántabro, presenta el siguiente once.
GOL del Astorga. Se adelantan los locales con un tanto de Ivi.
El Antequera visita el Polideportivo Juan Carlos I. Javier Medina presenta el siguiente once.
El único duelo entre equipos de la misma categoría. El Ursaria de Joselu inicia el choque con el siguiente once.
Ganzábal acoge este duelo entre asturianos y gallegos. El Deportivo de Imanol Idiakez iniciará el partido con el siguiente once.
Javi Rey, el técnico del conjunto gallego, presenta el siguiente once
Ya conocemos el once local que presenta Emilio Cañedo.
El once local que presenta Emilio Fajardo es el siguiente.
Fernando Estévez presenta en La Victoria el siguiente once.
Víctor Bravo, técnico del conjunto turolense, presenta el siguiente once.
Ya conocemos el once local que presenta su entrenador, Txiki Akaz.
José Luis Lago, técnico del Astorga, se decanta por el siguiente once
Eder Sarabia presenta el siguiente once en su visita al campo de La Eragudina.
Ya conocemos el once lucense que presenta Pedro Munitis.
Ya conocemos el once de Diego Galiano para medirse al conjunto lucense.
LaLiga EA Sports: Almería, Cádiz, Girona, Las Palmas, Rayo Vallecano
LaLiga Hypermotion: Alcorcón, Cartagena, Eibar, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Castellón, Linares, Melilla
Segunda RFEF: Barbastro
El Linares supera en la tanda de penaltis al UCAM Murcia (6-7)
El Cartagena supera en la tanda de penaltis al Azuaga (2-3) con el último lanzamiento transformado por Gonzalo Verdú.
LaLiga EA Sports: Almería, Cádiz, Girona, Las Palmas, Rayo Vallecano
LaLiga Hypermotion: Alcorcón, Eibar, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Castellón, Melilla
Segunda RFEF: Barbastro
El Cádiz se clasifica en la tanda de penaltis (2-4) ante el Badalona Futur. 
Dos eliminatorias se decidirán en la tanda de penaltis: Azuaga 0-0 Cartagena; UCAM Murcia 0-0 Linares
LaLiga EA Sports: Almería, Girona, Las Palmas, Rayo Vallecano
LaLiga Hypermotion: Alcorcón, Eibar, Espanyol, Leganés, Levante, Tenerife, Valladolid
Primera RFEF: Castellón, Melilla
Segunda RFEF: Barbastro
Por el momento solo un equipo de superior categoría ha quedado eliminado en esta primera ronda. El Barbastro, de Segunda RFEF, ha dejado en la cuneta a la Ponferradina, de Primera Federación.
Cuatro eliminatorias se marchan a la prórroga: Azuaga 0-0 Cartagena; Badalona Futur 0-0 Cádiz; UCAM Murcia 0-0 Linares
Finales: Lugones 0-6 RAYO VALLECANO; BARBASTRO 1-0 Ponferradina; Compostela 0-1 TENERIFE; Llerenense 0-2 LEGANÉS; Navalcarnero 0-1 ALCORCÓN; Náxara 1-2 MELILLA; Penya Deportiva 1-5 VALLADOLID; San Roque Lepe 1-2 GIRONA
GOL del Náxara. Pudo aumentar la ventaja el Melilla pero Vinicius Tanque falló un penalti. Ahora recortan diferencias los locales con el tanto de Aitor Lora.
GOL de la Penya. La afición local celebra el tanto del honor de su equipo marcado por Jaume.
GOL del Valladolid. Se estrena Quintana con la blanquivioleta. Saque de esquina botado por Iván Sánchez que cabecea a la red el central.
GOL del Valladolid. Festival de los pucelanos con Meseguer, autor de un triplete, como gran protagonista.
GOL del Valladolid. Doblete de Meseguer para sentenciar la eliminatoria a favor de los pucelanos.
GOL del Leganés. El líder de Segunda incrementa su ventaja en Don Benito con el tanto de Lalo.
GOL del Melilla. Aumenta la ventaja el conjunto de Juan Sabas en La Salera. Un tanto firmado por Dani García.
GOL del Valladolid. Saque de esquina botado por Malsa, Seral falla en el despeje y De la Hoz, muy atento, caza el segundo.
Solo un equipo de superior categoría va por delante en el marcador. Se trata del Barbastro (2ª RFEF), que supera a la Ponferradina (1ª RFEF) con el tanto conseguido por De Mesa.
Llegamos al descanso en todos los partidos que se iniciaron a las 12.00 horas: Lugones 0-3 Rayo Vallecano; Azuaga 0-0 Cartagena; Badalona Futur 0-0 Cádiz; Barbastro 1-0 Ponferradina; Compostela 0-1 Tenerife; Llerenense 0-1 Leganés; Navalcarnero 0-1 Alcorcón; Náxara 0-1 Melilla; Peña Deportiva 0-1 Valladolid; San Roque de Lepe 0-0 Girona; UCAM Murcia 0-0 Linares
GOL del Barbastro. Primer gol local de la mañana. Centro de Soule y remate de Adrià de Mesa para el delirio del Municipal.
GOL del Alcorcón. Balón al larguero de Artola y el rechace lo caza Javi Lara, el hoy capitán alfarero, para hacer el 0-1.
GOL del Valladolid. Transición de Cedric, abertura a la izquierda para Anuar y envío al corazón del área para que Meseguer marque al primer toque con la diestra.
GOL del Tenerife. Angel se eleva entre los defensores para cabecear a la red el primer gol de la Copa del Rey para los blanquiazules.
GOL del Leganés. El líder de Segunda ya manda en el marcador con el tanto de Nyom.
GOL del Melilla. Se adelantan los melillenses con un golazo a la escuadra de José Antonio González.
Con el once del Llerenense cerramos la presentación de los partidos de las 12.00 horas. Esta es la alineación que presenta Luismi Alvarez.
El modesto conjunto de Tercera que entrena José Miguel Ramos inicia el partido con el siguiente once.
En La Condomina juega el UCAM que entrena Víctor Cea. Sale con este once.
Josean García, el técnico del conjunto riojano, se decanta por el siguiente once.
El único duelo entre equipos de la misma Comunidad Autónoma. El Navalcarnero de José Portillo inicia el partido con el siguiente once.
El líder de LaLiga Hypermotion juega en Don Benito con el siguiente once que presenta Borja Jiménez.
El Compos de Michel Alonso iniciará el choque en el Vero Boquete con el siguiente once.
Julián Calero, técnico del Efesé, pone en liza el siguiente once.
Ya conocemos el once del Linares por el que se ha decantado su técnico, Oscar Fernández.
Alberto Gallego, el técnico del conjunto balear, se decanta por estos once jugadores.
Juan Sabas, el técnico del conjunto melillense, presenta el siguiente once.
Seguimos con los onces. Fran Fernández, técnico alfarero, se decanta por esta alineación.
Iñigo Vélez, el técnico del conjunto berciano, se decanta por el siguiente once.
El técnico local, Dani Martínez, pone en liza el siguiente once.
Ya conocemos el once del Tenerife que presenta Asier Garitano.
El campo de La Salera, donde juega el Naxara, es uno de los más peculiares de España. Allí reciben esta mañana a la UD Melilla.
Ya conocemos el once pucelano que pone en liza Paulo Pezzolano.
De los partidos que comienzan a las 12.00 horas solo el Llerenense no ha tenido la aprobación de la Federación para jugar en su campo. Recibe en la localidad de Don Benito al Leganés.
De los partidos celebrados ayer hay que destacar que el Castellón se clasificó en la prórroga tras vencer 2-3 en el Príncipe Felipe de Cáceres. El Almería ganó en Talavera (0-2); la UD Las Palmas se mostró superior al Manacor (0-3); Salvi Sánchez fue el gran protagonista de la victoria del Espanyol en La Palma ante el Mensajero (0-2); el Levante no tuvo rival en el Varea en el partido celebrado en Las Gaunas (0-3) y el Eibar goleó en el Artés Carrasco ante Lorca Deportiva (0-4).
Esta es la lista de partidos de este 1 de noviembre con partidos donde no juegan equipos de Primera. Son los siguientes: Azuaga-Cartagena (12.00 horas); Barbastro-Ponferradina (12.00 horas); Compostela-Tenerife (12.00 horas); Llerenense-Leganés (12.00 horas); Navalcarnero-Alcorcón (12.00 horas), Náxara-Melilla (12.00 horas); Peña Deportiva-Valladolid (12.00 horas) y UCAM Murcia-Linares (12.00 horas)
Almería, Las Palmas, Eibar, Espanyol, Levante y Castellón ya están clasificados para el sorteo de la 2ª eliminatoria que se celebrará el próximo martes. En este festivo del día 1 de noviembre se disputan 41 partidos en una apasionante jornada copera. ",01 de noviembrede 2023Actualizado a las 22:38 h.
"Partidos de Copa del Rey hoy, 31 de octubre: horarios y dónde ver en TV la primera ronda","La Copa del Rey está de vuelta y la primera ronda de la competición se disputará entre el 31 de octubre y el 2 de noviembre. Los 16 equipos de LaLiga EA Sports que están presentes en esta eliminatoria (Real Madrid, FC Barcelona, Atlético de Madrid y Osasuna están exentos por participar en la Supercopa de España) buscarán que ningún equipo de inferior categoría dé la sorpresa. El martes es el turno de dos de ellos, el Almería y Las Palmas. Los andaluces juegan a las 21:00 horas ante el CF Talavera de Segunda Federación, mientras que los canarios se enfrentan a la misma hora al Manacor de Tercera Federación. 
Tres clubes de LaLiga Hypermotion también tendrán su encuentro hoy. El Levante a las 20:00 horas contra el CD Varea de Tercera Federación, el Espanyol ante el CD Mensajero de Segunda Federación a la misma hora y el Eibar a las 21:00 contra el Lorca Deportiva Tercera Federación. Por último, el CP Cacereño de Segunda Federación se enfrentará al CD Castellón de Primera Federación a las 20:45 horas. 
A través de Movistar + se podrán ver los partidos de los dos equipos de LaLiga EA Sports, mientras que el CD Mensajero-Espanyol se podrá seguir en la cadena autonómica Esport 3 y Radio Televisión Canaria. Los demás encuentros no tienen confirmada ninguna TV. 
Asimismo, se podrán seguir los partidos, las previas y los postpartidos a través de Radio MARCA Y MARCA.com. Dos horas antes del inicio del partido, sigue la previa y los onces. Durante el encuentro, sigue la narración en directo y, una vez finalizado, tendrás la oportunidad de leer la crónica, las declaraciones de los protagonistas y ver el resumen con las mejores jugadas y los goles.",31 de octubrede 2023Actualizado a las 21:14 h.
