Título,Cuerpo,Dia y hora,Periódico
La 'maldición' de Kane: se marchó al Bayern para ganar títulos y ya ha perdido dos... ¡¡¡en 15 partidos!!!,"Harry Kane parece estar viviendo 'el mundo al revés'. El atacante inglés cambió el Tottenham por el Bayern el pasado verano con un claro objetivo. ""Quiero jugar la Champions y pelear por títulos. Mi objetivo es ganar todos los trofeos que disputamos"", reconocía en su presentación.
Lo cierto es que el Bayern, en sólo 15 partidos, ya ha 'dicho adiós' a dos de los cuatro títulos que optaba esta temporada.Perdió la Supercopa contra el RB Leipzig (0-3) en el debut de Kane. Un histórico 'hat-trick' de Dani Olmo impidió que el inglés -entró en el 64' con 0-2 en contra- conquistara el primer título de su carrera. ""Lo siento por él, quizá pensó que llevábamos cuatro semanas sin entrenar"", exclamó Thomas Tuchel tras la derrota.
Lo siento por él, quizá pensó que llevábamos cuatro semanas sin entrenar
El segundo 'varapalo' ha llegado en Copacontra el modestísimo Saarbrucken. El decimoquinto clasificado de la Tercera división alemanaapeó al todopoderoso Bayern (1-2) de la DFB Pokal. Los goles de Patrick Sontheimer (45+1') y Marcel Gaus (96') dieron la vuelta al tanto inicial de Thomas Müller (16'), que explotó al igual que hiciera Tuchel tras perder la Supercopa: ""Sólo algunos saben respetar el apoyo de la afición"". 
Kane tenía disculpa. El '9' del Bayern no jugó ni un solo minuto en el 'K.O.' copero contra el Saarbrucken. Estuvo en el banquillo, pero Tuchel -no agotó los cinco cambios- prefirió reservarle para el 'Clásico' del sábado contra el Borussia Dortmund.
Y es que el Bayern, que permanece intratable en Champions League, tampoco es líder en Alemania: marcha segundo en la Bundesliga a dos puntosdel sorprendente Bayer Leverkusen de Xabi Alonso. 
Para rizar más el rizo, si cabe, 'su' Tottenham, que no gana un título desde 2008, es líder en la Premier. ""Veremos [si Bayern y Tottenham pueden ganar la Liga]. Todavía queda un largo camino por recorrer, pero no pierdo de vista la Premier y las cosas marchan muy bien por ahora"". 
Todavía queda un largo camino por recorrer, pero no pierdo de vista la Premier y las cosas marchan muy bien [para Bayern y Tottenham] por ahora
Lo cierto es que, pese a los dos títulos que se le han escapado al Bayern, poco más se le puede pedir a Kane. El ex del Tottenham ha participado en 21 goles -ha marcado 14 y ha asistido en siete- en los 13 partidos que ha disputado.
De hecho, el inglés, que viene de firmar un 'hat-trick' en el 8-0 contra el Darmstadt, incluido un gol desde su propio campo: se convirtió en el primer jugador que marca 12 goles en sus primeros 10 partidos en la historia de la Bundesliga.",02 de noviembrede 2023Actualizado a las 12:57 h.,marca
Raúl mima a Álvaro,"Que el arranque del Castilla no es el mismo que el del año pasado es un hecho, y varias son las causas. La salida de talento 'veterano' (Dotor, Arribas, Rafa Marín, Pablo Ramón, Aranda y Álvaro Martín) ha sido un factor que Raúl intenta equilibrar con la llegada de la 'Quinta de Nico', el bloque de juveniles que tantos éxitos dieron la pasada temporada. 
Pero otro de los factores en los que se trabaja, y con mimo, es en la recuperación de jugadores importantes que se quedaron, como Álvaro Rodríguez. El delantero, que causó sensación la pasada campaña con su crecimiento tanto nacional como internacional, sigue a pies juntillas las recomendaciones y el plan de Raúl, que busca recuperar la mejor versión de su 9.
Álvaro viene arrastrando unos problemas de espalda ya desde la temporada pasada. La exigencia que el joven de 19 años se autoimpuso, pese a querer ir con calma con la evolución de su carrera futbolística, le ha pasado factura a nivel físico. Su juego se ha visto mermado por una dolencia que se espera recuperar definitivamente con el paso de las semanas y el valor que le da Raúl a lo que aporta Álvaro le lleva a tratarlo con mimo. Sus suplencias no son castigos, sino todo lo contrario. 
Estamos buscando su mejor versión; esperamos que este gol le ayude, complete semanas con más confianza y nos pueda ayudar más
Y el delantero de Palamós hace gala de su profesionalidad sin rechistar, demostrando que cada minuto que el técnico le otorga, es un verdadero regalo para este madridista de cuna. El pasado domingo ante el Ceuta adelantó a los suyos a los nueve minutos de pisar el césped del Di Stéfano. ""Estamos buscando su mejor versión. Esperamos que este gol le ayude, complete semanas con más confianza y nos pueda ayudar más"", afirmaba Raúl en rueda de prensa tras el encuentro.
Dos goles y una asistencia tiene en su casillero el 'Toro', como le dice la parroquia uruguaya. Los mismos que Gonzalo, ambos los segundos máximos goleadores del Castilla, por detrás de los seis tantos de Nico Paz, Pichichi del equipo. Con 353 minutos disputados en siete encuentros, Álvaro y los que le rodean quieren ir tranquilos pero seguros. Las palabras de Ancelotti en febrero, alabando su valía y 'anunciando' que sería ""jugador del primer equipo"" esta temporada no le suponen una losa, sino una motivación para buscar el mejor punto de forma.",02 de noviembrede 2023Actualizado a las 12:57 h.,marca
"Valverde, en el gimnasio; Mendy, mañana con el grupo","El Real Madrid se ejercitó en Valdebebas a tres días de su próximo partido, en Liga ante el Rayo Vallecano, en el que los blancos defienden el liderato en el torneo doméstico reconquistado el pasado sábado gracias a la victoria en el Clásico disputado en Montjuic. 
En una sesión en la que se combinó trabajo en el gimnasio y en el campo, Fede Valverde permaneció en el interior de las instalaciones realizando trabajo individualizado. Mañana se entrenará sin problemas con el grupo, al igual que un Mendy que combinó trabajo dentro y fuera del gimnasio para tratar de dejar atrás la sobrecarga que sufrió en el último partido de los blancos. 
Más lento va Ceballos, que trabajó en solitario sobre el césped, pero al que aún le restan unos días para volver a incorporarse a la dinámica del grupo tras su última lesión muscular. 
Por último, Arda Güler realizó una parte de la sesión con el resto de sus compañeros, y dedicó el resto de la sesión a su plan específico. Su debut con el Madrid está cada vez más cerca, aunque los técnicos del conjunto blanco no quieren correr ningún riesgo con el turco tras las dos lesiones sufridas desde su fichaje por el Madrid.",02 de noviembrede 2023Actualizado a las 13:11 h.,marca
Raúl mima a Álvaro,"Que el arranque del Castilla no es el mismo que el del año pasado es un hecho, y varias son las causas. La salida de talento 'veterano' (Dotor, Arribas, Rafa Marín, Pablo Ramón, Aranda y Álvaro Martín) ha sido un factor que Raúl intenta equilibrar con la llegada de la 'Quinta de Nico', el bloque de juveniles que tantos éxitos dieron la pasada temporada. 
Pero otro de los factores en los que se trabaja, y con mimo, es en la recuperación de jugadores importantes que se quedaron, como Álvaro Rodríguez. El delantero, que causó sensación la pasada campaña con su crecimiento tanto nacional como internacional, sigue a pies juntillas las recomendaciones y el plan de Raúl, que busca recuperar la mejor versión de su 9.
Álvaro viene arrastrando unos problemas de espalda ya desde la temporada pasada. La exigencia que el joven de 19 años se autoimpuso, pese a querer ir con calma con la evolución de su carrera futbolística, le ha pasado factura a nivel físico. Su juego se ha visto mermado por una dolencia que se espera recuperar definitivamente con el paso de las semanas y el valor que le da Raúl a lo que aporta Álvaro le lleva a tratarlo con mimo. Sus suplencias no son castigos, sino todo lo contrario. 
Estamos buscando su mejor versión; esperamos que este gol le ayude, complete semanas con más confianza y nos pueda ayudar más
Y el delantero de Palamós hace gala de su profesionalidad sin rechistar, demostrando que cada minuto que el técnico le otorga, es un verdadero regalo para este madridista de cuna. El pasado domingo ante el Ceuta adelantó a los suyos a los nueve minutos de pisar el césped del Di Stéfano. ""Estamos buscando su mejor versión. Esperamos que este gol le ayude, complete semanas con más confianza y nos pueda ayudar más"", afirmaba Raúl en rueda de prensa tras el encuentro.
Dos goles y una asistencia tiene en su casillero el 'Toro', como le dice la parroquia uruguaya. Los mismos que Gonzalo, ambos los segundos máximos goleadores del Castilla, por detrás de los seis tantos de Nico Paz, Pichichi del equipo. Con 353 minutos disputados en siete encuentros, Álvaro y los que le rodean quieren ir tranquilos pero seguros. Las palabras de Ancelotti en febrero, alabando su valía y 'anunciando' que sería ""jugador del primer equipo"" esta temporada no le suponen una losa, sino una motivación para buscar el mejor punto de forma.",02 de noviembrede 2023Actualizado a las 12:57 h.,marca
"Ndombele, apartado por sobrepeso y saltarse la dieta con un menú de hamburguesas gigantes","En el fútbol actual, dos o tres kilos de más se notan. El aspecto físico es tan importante como el táctico y técnico, con lo que si no se controla lo que se come, el rendimiento de cualquier jugador baja de forma sustancial. 
Algo así parece que le está ocurriendo a Tanguy Ndombele, que desde su llegada en calidad de cedido desde el Tottenham al Galatasaray no ha sido capaz de bajar de los 82 kilos con los que llegó a Estambul, y mucho menos alcanzar los 'razonables' 75 kg deseados por su técnico, Okan Buruk, para un mediocentro de 1,81 cm.
Según el medio Fotospor, tras destacar la paupérrima actitud que demostró al salir desde el banquillo a falta de 10 minutos en el partido que enfrentó al Galatasaray y al Bayern de Múnich, el técnico turco parece que ya ha dicho ""basta"" con la inoperancia y descontrol que supuestamente lleva el galo en Estambul.
Los hechos, según narra el citado medio, sucedieron después del partido ante el Bayern en Múnich, cuando Okan Buruk se enteró que Ndombele estaba demostrando que el hambre que no parecía tener sobre el campo, la estaba teniendo en su habitación, con un menú basado en hamburguesas, patatas y refrescos de cola. Fotospor afirma que el técnico se reunió con él a altas horas de la noche y le aseguró que no sólo no iría convocado en el siguiente partido de liga, sino que no volvería a jugar hasta que bajara de peso y redujera su grasa corporal.
Cuando militó en el Tottenham, su apoyo era el de ""Ndomballer"", por su dominio de balón; ahora, en Turquía, es llamado ""Ndombelly"", en referencia a su sobrepeso. Y no será porque no han intentado poner remedios desde el club, y por más que su estado de forma no fue el óptimo a comienzos de temporada. Lejos de mejorar, todo ha empeorado. 
El seguimiento es 'al hombre' mientras se mantiene en las dependencias del Galatasaray, pero cuando sale de ellas, apuntan los medios turcos que siguen este caso, el jugador francés ""se relaja a llegar a casa"".
Su futuro, a estas alturas, o cambia mucho la situación, o su regreso a las Islas Británicas está más que asegurado en enero. Y todo esto choca por su actuación el pasado curso en la Nápoles campeón de la Serie A.",02 de noviembrede 2023Actualizado a las 13:00 h.,marca
"Djaló, extremo del Braga, entra en el radar de Luis de la Fuente","Un bloque cada vez más reconocible y aprovechar el momento de jugadores que atraviesen un estado de forma muy alto. Esa es la filosofía que ha impuesto Luis de la Fuente para potenciar su proyecto en la selección española. La semana próxima, el seleccionador dará la lista de convocados para los partidos contra Chipre (día 16 el Limasol) y Georgia (el 19, en Valladolid).
España ya está clasificada para la Eurocopa, pero necesita las dos victorias para asegurarse ser primera de grupo y formar parte de las cinco selecciones que acompañen a Alemania como cabezas de serie el 2 de diciembre en Hamburgo. 
Solo por eso, De la Fuente mantendrá el bloque con el que viene trabajando, pero también porque el tiempo que tiene para hacerlo es muy limitado debe aprovechar cada ventana para fortalecer lo que quiere que sea España en la Euro.
Pero en cada lista, el seleccionador ha ido probando piezas en su idea: Álex Baena, Sancet, Bryan Zaragoza... En esa búsqueda de jugadores que se puedan sumar a la causa irrumpe ahora el nombre de Álvaro Djaló (Madrid, 16-8-1999). El extremo del Braga, que a pesar de nacer en la capital de España tiene sus recuerdos de la infancia en Bilbao, está cuajando una gran temporada en Portugal y suyo fue el gol del Braga en el partido de la Champions ante el Real Madrid. Sus cifras goleadores esta temporada (8 goles en 17 partidos) son notables, pero en Las Rozas se valora además su desborde y verticalidad, dos cualidades que De la Fuente tiene muy en cuenta a la hora de buscar extremos.
Como Ansu Fati, tiene raíces en Guinea-Bissau, pero nunca ha ocultado que su deseo es jugar con España. Esta ventana de noviembre puede ser la que confirme sus sueños y le meta en la pelea en una zona en la que la dificultad que tendrá De la Fuente para elegir es extrema.
Si las lesiones lo permiten, Luis de la Fuente mantendrá la línea de trabajo que se ha marcado desde la derrota en Hampden Park. El bloque está formado, pero siempre con algún apunte. El regreso de Gayà se da por descontado, porque el capitán del Valencia se perfila como el titular de la selección. Grimaldo sigue apretando desde Leverkusen, pero no será fácil que meta la cabeza en un puesto en el que seleccionador tiene a mucha gente de su cuerda.
La vuelta a la actividad de Iñigo Martínez pone en debate el puesto de cuarto central entre el de Ondarroa y Pau Torres. El defensa del Aston Villa ha estado en las dos últimas listas, pero regresó a Birmingham sin jugar un solo minuto.
Y luego está el caso de Pedri. Las lesiones lo tienen apartado de la selección desde el 6 de diciembre, el día que España cayó ante Marruecos enDoha. Desde entonces ha entrado en dos de las cuatro listas, pero se ha caído al lesionarse antes de la concentración. En las otras dos estaba directamente lesionado. Ahora hay que medir bien cada paso con la mente puesta en la Euro y el corte de 23.
Pedri es un jugador que se considera vital para la Eurocopa, pero con el que se ha hecho ninguna parte del recorrido para llegar a ella. Al contrario de Asensio y Dani Olmo, dos fijos que en esta convocatoria pueden repetir la ausencia del pasado mes a causa de problemas físicos. Sin necesidad de forzar para estar en Alemania, se considera que lo mejor es que, en el caso de que estuvieran listos, es darles aire para que recuperen bien.",02 de noviembrede 2023Actualizado a las 12:33 h.,marca
"Simanic pudo haber muerto desangrado: perdió 2,5 litros de sangre tras el codazo por el que perdió un riñón","Borisa Simanic, jugador del Casademont Zaragoza, sufrió un fuerte golpe en los riñones por parte de Nuni Omot durante el partido del Mundial que enfrentó a Serbia con Sudán del Sur por el que tuvo que ser operado dos veces y por el que perdió un riñón.
El ala-pívot serbio de 25 años fue sometido a un examen de urgencia en un hospital de Manila y fue operado bajo la supervisión de Dragan Radovanovic, médico de la selección serbia.
Días después Simanic tuvo que volver a ser intervenido para extirparle un riñón. Aunque en un primer momento parecía que el riñón funcionaba normalmente, los médicos detectaron una serie de complicaciones que obligaron a esta segunda intervención.
Debido a los cambios de la vitalidad del tejido del riñón, había que extraerle con la intervención quirúrgica todo el riñón
""Debido a los cambios de la vitalidad del tejido del riñón, había que extraerle con la intervención quirúrgica todo el riñón"", explicó en su momento Radovanovic.
Dragan Radovanovic ha concedido una entrevista a 'kurir.rs' en la que confirmó que Simanic perdió 2,5 litros de sangre y explicó que ""si no hubiera sido operado por primera vez, su vida habría estado seriamente amenazada porque habría muerto desangrado. Si hubiésemos esperado al día siguiente por la mañana..."".
Sobre la pérdida del riñón explicó que ""el riñón no pudo sobrevivir, hubo muerte postraumática del tejido, complicaciones y fuga del contenido del riñón hacia la cavidad intestinal, inflamación del tejido abdominal y posible sepsis. Y nuevamente no había ningún médico en el hospital"".
Radovanovic no descartó que Borisa Simanic siga jugando a baloncesto con un solo riñón.
""La recuperación avanza satisfactoriamente, Borisa viene regularmente a los controles y le va muy bien. Se siente mucho mejor, se está rehabilitando psicológicamente y eso es algo importante después de todo lo que ha pasado. Ahora necesitamos tiempo"", informó el médico serbio.",02 de noviembrede 2023Actualizado a las 12:34 h.,marca
"Bellingham-Kane, Inglaterra se frota las manos con su duelo de goleadores","El gol en Europa habla en inglés de cuna esta temporada. Dos jugadores de la selección inglesa reclaman los focos, aunque ninguno de ellos está en la Premier. Son Harry Kane, el delantero centro del Bayern, y Jude Bellingham, el todoterreno del Real Madrid que llegó para ser un centrocampista con gol y se ha desvelado como un goleador con la etiqueta de todocampista.
Harry y Jude han desmontado la vieja teoría que dice que el jugador inglés es una mala inversión para los grandes de Europa porque le cuesta adaptarse a entornos ajenos a las Islas. 
Que Kane iba a marcar goles en Alemania era una apuesta de bajo riesgo. Así lo dice su hoja de ruta desde 2014. En ese tiempo, su cifra más baja de tantos en una temporada ha sido de 24. Con el Bayern ya está en 14: 12 en la Bundesliga y dos en la Liga de Campeones. Son registros normales para una animal del gol como es Kane.
Cosa bien distinta es lo que se está viviendo con Bellingham. Con los 13 goles que suma con la camiseta del Real Madrid en la misma cantidad de partidos, el jugador de Birmingham ha roto todos los techos que se podían imaginar cuando se anunció su fichaje. Su poder goleador se ha disparado hasta colocarse solo a un tanto de su tope, los 14 de la pasada campaña con la camiseta del Borussia Dortmund.
La temporada pasada ya dio un salto de gigante al alcanzar esos 14 tantos, que eran los mismos que había marcado en la tres temporadas anteriores, desde que irrumpió en la primera plantilla del Birmingham City.
El impacto goleador de Jude, cuya última muestra fueron los goles para levantar y decidir el Clásico, lanzaron a Ancelotti a atreverse con una cifra para la temporada: ""Puede llegar a los 25 goles"". Camino va de ello porque la campaña aún no ha atravesado su primer tercio. Es una cantidad imponente para un jugador del centro del campo y que tiene en los 26 de Fernando Hierro (1991-92) un desafío. 
""Hay que recordar que no es un goleador"", ha reiterado Ancelotti, quien en Barcelona también envió un mensaje a navegantes: ""Estaría bien que los delanteros también marcaran"". Pero la verdad a estas alturas de la temporada el nombre de Bellingham aparece en la zona caliente de los mejores goleadores de Europa. Él es la excepción en un mundo, lógicamente, de delanteros.
El número en la clasificación de goleadores en las cinco mejores Ligas de Europa es para el guineano Serhou Guirassy, ariete del Stuttgart. El pleno de sus 15 tantos es en Alemania (uno en Copa y 14 en la Bundesliga), porque su equipo no tiene partidos europeos.
Después ya aparecen los 14 de Kane y los 13 de Bellingham. 
Hay otro detalle a favor del 5 del Real Madrid. Él no es el lanzado del penaltis de su equipo. Entre los siete jugadores que llevan más de 10 goles en la temporada en la élite (Guirassy, Kane, Bellingham, Lautaro, Mbappé y Haaland), solo Jude no se ha aprovechado de los 11 metros. Cuatro de los 14 de Kane han sido de penalti.
La realidad cuando el mes de noviembre se abre paso, es que Bellingham se codea con los mejores goleadores del mundo. Y camina por encima de nombres que son palabras mayores en el reino del gol. Sus 13 goles igualan a Haaland (doblete el domingo en el derbi de Mánchester) y superan a Mbappé (12), Lautaro (12), Salah (10), Lukaku (8), Julián Álvarez (7), Lewandowski (6)...
Mientras, pensando en la Eurocopa del próximo verano (14 de junio-14 de julio), el que se frota las manos es Gareth Southgate, el seleccionador inglés. A su mando tiene a dos de las grandes estrellas del fútbol europeo. Un lujo, o una presión extra para una selección en cuyo palmarés solo está el Mundial de 1966, ganado en casa. De eso hace hará el 30 de julio 58 años.",02 de noviembrede 2023Actualizado a las 12:30 h.,marca
La NBA se va de Copas,"De la NBA conocemos sobradamente sus fechas claves entre inicio de la temporada, Navidad, inicio de los Playoffs y Finales. Son dónde se sustenta la acción, y por ello, el inicio del In-Season Tournament o 'Copa NBA' es un cambio radical. Nuevos objetivos en momentos insospechados, más competitividad y un aliciente en forma de un campeón más. Los jugadores, con los europeos como Nikola Jokic, Luka Doncic o Giannis Antetokounmpo a la cabeza, lo pedían, las franquicias lo explotarán y solo queda esperar a la acción que desembocará en el T-Mobile Arena de Las Vegas el sábado 9 de diciembre -en horario americano-.
Es una idea nacida desde los propios jugadores, como desveló la propia liga en su última visita a París. Y tomó forma por el ímpetu de esas estrellas. ""Son las que quieren jugarla"", dijo el vicecomisionado Mark Tatum en Madrid. Ahora es real. Seis grupos por Conferencia, cinco equipos repartidos en función del récord de victorias del curso pasado.
La fase de grupos se compone de cuatro partidos por grupo -jornadas conocidas como Tournament Night-, dos en casa y dos fuera, y uno ante cada oponente. El campeón de cada grupo pasa, además de los dos mejores segundos de grupo por Conferencia. En cuartos se cruzarán el mejor equipo de la conferencia con el peor -wildcard- y segundo contra tercero. Los ganadores pasan a las semifinales de Las Vegas.
La gran particularidad es que son partidos -a excepción de la final- que cuentan para la temporada regular. Los clasificados sumarán en sus 82 que tienen que jugar todo el curso, mientras que los eliminados seguirán su curso si no deben jugar cuartos o semifinales. Es decir, dos fechas de temporada. Abre otras variantes al torneo: equipos que suman triunfos en clave temporada y que aprovechan ese subidón para pelear por la Copa.
En cuanto a favoritos, que es lo más importante, hay grupos que podrían ser 'el de la muerte'. En el Oeste el A plantea una batalla entre Phoenix Suns y Los Ángeles Lakers por el pase directo. Los Suns siguen recuperando efectivos y todavía no despliegan su mejor juego en temporada, mientras que los Lakers son capaces de ganar partidos... como perderlos por su irregularidad que viene en la sangre. Más complicado si cabe es el B, con Denver Nuggets -campeón de la NBA-, Los Ángeles Clippers, New Orleans Pelicans y Dallas Mavericks como candidatos al pase, más Houston Rockers 'invitados a la fiesta'. En el C la atracción es Wembanyama ante los Kings, Warriors, Timberwolves y Thunder.
El Este es más desigual. El C, por ejemplo, tiene como favorito prohibitivo a unos Boston Celtics que no conocen la derrota en el inicio de la temporada regular y ante Nets, Raptors, Bulls y Magic deberían arrasar. El A plantea el duelo entre los Sixers de Embiid -esperando novedades- ante Cavs o Hawks como alternativos. El más divertido es el B con los Bucks de Lillard y Antetokounmpo ante Knicks, Heat, Wizards o Hornets. 
No me asusta Milwaukee... es solo baloncesto. ¿Debería estar asustado por jugar al baloncesto?
Los propios jugadores también lo ven así. A Kevin Durant, referente en Phoenix, la NBA le hizo analizar el torneo... y es directo. ""Seremos campeones, claro"", cuenta sobre sus Suns. ""Los Celtics pasarán, tienen más talento que cualquiera. Y los Bucks no asustan,esto es baloncesto. ¿Debería estar asustado por jugar al baloncesto?"", agregó. Y ante sus rivales del Oeste tampoco duda... ""Tengo respeto por los campeones. Herramientas y soluciones para ganar a cualquiera"", analizó sobre los Nuggets. ",02 de noviembrede 2023Actualizado a las 12:23 h.,marca
"La angustiosa búsqueda del padre de Luis Díaz: ""Me contó que había recibido amenazas""","Pasan los días y la preocupación aumenta. La búsqueda de Luis Manuel Díaz, padre del futbolista Luis Díaz, sigue sin dar los frutos deseados. Cerca de 250 operarios, entre policías y militares del ejercito colombiano, peinan sin descanso la zona próxima a La Guajira buscando al progenitor de la estrella del Liverpool. 
Las autoridades rechazan dar detalles sobre un secuestro que mantiene muchas incógnitas. De momento, sí han desmentido que haya constancia de que Luis Manuel Díaz haya sido trasladado a Venezuela, aunque sí se le busca por zonas cercanas a la frontera. ""Se lo llevaron en una moto, lo bajaron del coche y se internaron por terrenos boscosos. Es un territorio agreste, difícil y obliga a que haya una presencia de las tropas del ejército y de la Policía Nacional. Se está buscando casa por casa"", aseguró el general William Salamanca, máximo responsable de la búsqueda en declaraciones a Semana.
Feli Ureche, primo del padre de Luis Díaz, relató en La W Radio, algunos detalles de lo que pasó el día del secuestro: ""Salió a echar gasolina y se lo llevaron. Yo imagino que son de aquí, y si no son de aquí, debe haber uno de ellos de aquí por cómo se produjo todo. Además, al momento aparecieron audios diciendo que ya lo habían liberado con idea de despistar al operativo"".
Ureche también dio detalles de confesiones previas que ya hacían presagiar que la seguridad de la familia del delantero colombiano corría peligro: ""Él ya tenía amenazas, él me lo contó a mí. Es un tipo humilde del pueblo que no le ha hecho daño a nadie"". 
Mientras tanto, Luis Díaz permanece en Liverpool a la espera. No ha viajado a Colombia por recomendación de las autoridades, que entienden que su presencia puede ser contraproducente para una búsqueda por la que han ofrecido una recompensa de 200 millones de pesos colombianos, una cifra que ronda los 50.000 euros. ",02 de noviembrede 2023Actualizado a las 12:20 h.,marca
"Elliott, el ideólogo de los pontones verticales, despedido en Mercedes","No ha sido una noticia que haya causado un gran revuelo y menos en una semana en la que se ha disparado la rumorología en torno al futuro de Fernando Alonso. Pero lo cierto es que Mike Elliott ha dejado de formar parte de Mercedes cuando sólo restan tres eventos para la conclusión del curso 2023 de F1. Y no es un ingeniero más en la estructura del cuadro de Brackley. Se trata de una figura clave en el éxito de la marca alemana en la F1... y también de sus últimos fracasos.
Elliott llegó a la escuadra de las Flechas de Plata en 2012. Al principio ejerció de director de aerodinámica. Y tuvo mucho que ver con la etapa triunfal de Mercedes en la era híbrida.
Entre Lewis Hamilton y Nico Rosberg se las apañaron para sumar siete títulos consecutivos (de 2014 a 2020) en el Mundial de Pilotos. Y en Constructores les fue incluso mejor, ya que enlazaron ocho coronas seguidas (en 2021 les arrebata Max Verstappen el campeonato más valioso en el thriller de Abu Dhabi).
El advenimiento de las nuevas reglas técnicas fue el instante decisivo para el declive de Elliott. El equipo alemán tomó una dirección equivocada con el concepto de un coche zero-pod o sin pontones. Si el W13 se convirtió en sinónimo de fracaso, ¿por qué repetir la idea con el W14? Pues eso es lo que hicieron siguiendo el liderazgo del director técnico. Y lo que ha sucedido es algo que sabe todo el mundo. Red Bull y Verstappen les ha machacado sin piedad.
Durante estos dos años, Mercedes sólo ha ganado una carrera. Precisamente fue en Brasil donde se corre este fin de semana. En Interlagos se impuso George Russell el curso pasado. Mientras, Hamilton está sufriendo su peor sequía. No gana desde el Gran Premio de Arabia Saudí a finales de 2021.
Y justo en esta semana se ha hecho pública la salida de Elliott, cuyo final ha sido suavizado. El relato oficial es que ha presentado su dimisión, pero es evidente que le han invitado a salir tras un par de años nefastos para un equipo acostumbrado a vencer.
Tristemente se le va a recordar por lo primero, pero también por ese fallido concepto de pontones verticales y pegados, sin canal entre los radiadores y el suelo, que se sacó de la manga para el cambio de normativa 2022. Y lo peor no fue que se equivocó una vez, sino que insistió en lo mismo. Como ganaron en Brasil y acabaron bien la temporada, se empeñó en seguir en esa dirección.
En la tercera carrera de 2023 lo relegaron al departamento de estrategia de desarrollo y llamaron de nuevo a James Allison. Hubo un intercambio de roles. Es decir, le denigraron. En la glamurosa cita Mónaco, los de Brackley regresaron a los pontones tradicionales y desde allí sólo han hecho mejorar.
Elliott, que lleva 23 años en el Gran Circo, se ha despedido con las clásicas palabras que se usan en estos difíciles trances. ""Ha sido un gran privilegio de mi carrera formar parte de este equipo Mercedes. Durante mi tiempo aquí, lo he visto crecer a partir de un grupo de personas que se unían para ganar carreras, luego un primer campeonato y después un récord de ocho mundiales de constructores consecutivos, estoy bastante orgulloso de haber hecho mi contribución a ese viaje"", ha indicado.
""Aunque en las dos últimas temporadas no hemos podido ganar con regularidad, nos han puesto a prueba de muchas otras maneras, y nos han obligado a cuestionar nuestras suposiciones fundamentales sobre cómo conseguimos nuestro rendimiento. Durante los últimos seis meses, he disfrutado desarrollando la estrategia técnica que esperamos pueda sentar las bases del próximo ciclo de éxito del equipo"", ha remachado.",02 de noviembrede 2023Actualizado a las 12:33 h.,marca
"Djaló, alternativa por si vuela Nico","Álvaro Djaló (24 años) es una de las sensaciones de esta temporada en el Braga. Nacido en Madrid, pero criado en Bizkaia, el extremo ha marcado 3 goles en 9 partidos de Liga y 1 en los 3 que ha jugado en la Champions. Djaló fue clave en la fase de clasificación para el mejor torneo del continente con 3 goles en los 4 partidos que disputó en las rondas previas. El Athletic no le pierde la pista y le considera alternativa para reforzar la plantilla. El futbolista renovó al inicio de este curso su contrato hasta 2027, aunque su cláusula de rescisión no sufrió ningún cambio: sigue fija en los 20 millones de euros que se estableció con anterioridad.
El club bilbaíno le tiene más que controlado y hay seguimiento de sus actuaciones. Djaló, que es futbolista de una agencia de representación con mucho mercado en el fútbol portugués, ganaría peso como opción para el Athletic en caso de que no fructificasen las negociaciones para la renovación de Nico Williams. ""Hay confianza en que todos los jugadores objetivo sigan con nosotros la próxima temporada"", destacó el presidente Jon Uriarte en la rueda de prensa que siguió a la pasada Asamblea General de Socios Compromisarios.
La posibilidad de que el club salga al mercado este verano también se había tratado en la presentación del presupuesto que hizo durante la Asamblea el tesorero de la Junta Directiva, Guillermo Ruiz-Longarte . ""El Athletic está dispuesto a invertir en talento Es un presupuesto de inversión en plantilla"", resaltó. El único fichaje de esta temporada en el Athletic ha sido el de Iñigo Ruiz de Galarreta, que llegó sin necesidad de pagar traspaso al Mallorca porque acababa contrato en la isla. El club también fichó a Martón, contratado desde el filial de la Real Sociedad también sin traspaso, pero el delantero estará cedido al menos hasta diciembre.
El Athletic está al tanto de la progresión de Djaló que es primo de Adu Ares, protagonista con goles en la reciente victoria copera ante el Unió Esportiva Rubí. Hay informes del futbolista desde sus comienzos: inició andadura en los alevines del San Miguel de Basauri y luego se vinculó con el Begoña. Siendo juvenil saltó a Portugal para enrolarse en los equipos formativos del Braga después de haber realizado pruebas en los equipos lisboetas de Benfica y Sporting. El atacante, que puede ocupar posición de banda o jugar de segundo delantero, ha explotado en los últimos meses y es una de las ilusiones del Braga.",02 de noviembrede 2023Actualizado a las 13:45 h.,marca
