Título,Cuerpo,Dia y hora,Periódico
"Schöne medita retirarse tras sufrir los colapsos de Dost, Eriksen, Nouri y Blind: ""Ocurre con mucha frecuencia""","La 'angustia' parece perseguir a Lasse Schöne (Glostrup, 1986). El ex del Ajax, ahora en las filas del NEC Nimega, vivió en primera persona el colapso de Bas Dost. El internacional danés ya presenció 'in situ' la parada cardíaca de Abdelhak Nouri y sufrió, desde la distancia, los síncopes que experimentaron su excompañero Daley Blind, ahora en las filas del Girona, y su compatriota Christian Eriksen en 2021. 
Tan de cerca le ha tocado vivirlo que ahora, a sus 37 años, se plantea 'colgar las botas'. ""Últimamente sucede con demasiada frecuencia y a mí me ha tocado experimentarlo a menudo. Ya no tengo 22 años y he tenido una larga carrera, así que me pregunto cuánto tiempo más quiero seguir"", ha asegurado el danés a 'NOS'.
Ya no tengo 22 años y he tenido una larga carrera, así que me pregunto cuánto tiempo más quiero seguir
No es ningún 'farol'. Schöne se lo está planteando seriamente: ""Ya me lo había cuestionado y ahora más aún. No he decidido nada, pero lo estoy hablando con la gente que me rodea"". 
El veterano mediocampista danés -formó parte del Ajax que llegó a semifinales de la Champions en 2019- ha animado a sus compañeros a hablar sin tapujos del colapso de Dost. 
""Por suerte, está bien. Hablar de sentimientos no es frecuente en el mundo del fútbol, pero les he dicho a los jóvenes que, si están preocupados, deberían hablar con amigos, familiares o compañeros. Tenemos que estar ahí el uno para el otro. Contamos con un psicólogo que nos ayuda y hay jugadores que lloran, otros que gritan y algunos ríen"".",02 de noviembrede 2023Actualizado a las 13:51 h.,marca
España reacciona y convoca a Rayane Belaid para la Sub 19,"David Gordo ha facilitado la lista de 20 jugadores que defenderán los colores de España sub 19 en el minitorneo de clasificación para el Campeonato de Europa. Los elegidos se concentrarán el próximo día 13 de noviembre para viajar a Georgia. 
Entre los elegidos se encuentra la joya del juvenil del Atlético Rayane Belaid. El joven atacante ha sido convocado en una acción rápida de respuesta de la RFEF a la llamada que recibió a principio de esta semana de la seleción sub 20 de Argelia. El delantero tiene doble nacionalidad. Nació en Orihuela (Alicante) pero tiene pasaporte argelino y la selección de su país lo seguía desde hace tiempo. 
El caso es que España ha movido hilos de forma rápida y en menos de tres días le ha llamado de forma oficial para jugar con la sub 19. Fuentes cercanas al jugador aseguran que el atlético jugará con España durante este torneo en el que la sub 19 se enfrentará a Moldavia, Chipre y Georgia en esta ronda. 
Rayane es de la generación de 2005, ha cumplido 18 este año. Llegó a las categorías inferiores del Atlético de Madrid en 2021 y esta campaña se ha convertido en uno de los jugadores básicos del juvenil que domina con puño de hierro la categoría.",02 de noviembrede 2023Actualizado a las 13:04 h.,marca
"El agente de Tchouaméni da detalles de la lesión: ""No dijo nada al descanso porque iban perdiendo""","Aurelien Tchouaméni estará de baja varios encuentros tras ""una fractura por estrés incompleta en el segundo metatarsiano del pie izquierdo"" que se produjo en El Clásico ante el Barcelona.
Si todo va normal, el periodo de baja de Tchouaméni estará en un máximo de mes y medio. Jonathan Kebe, representante del centrocampista francés del Real Madrid, ha desvelado en una conversación con 'The Athletic' detalles de cómo se produjo la lesión. 
""Sintió algo (en el primer tiempo) pero no fue gran cosa. Luego, durante el partido, empeoró"", afirmó Jonathan Kebe. Además, reconoce que Tchouaméni no creía que fuera grave y sentía que podía seguir ayudando al equipo sobre el césped: ""No fue por Gavi. No dijo nada (en el descanso) porque, como el equipo iba perdiendo, quería ganar. Pero él no sabía la gravedad. Cuando juegas no lo sientes, es cuando te detienes y te quitas las botas"".
En redes sociales fueron muchos los que culpaban, mediante un vídeo, a Gavi de la lesión de Tchouaméni. Fue el propio centrocampista del Real Madrid el que exculpó al azulgrana: ""No es culpa de Gavi. Me lesioné al final de la primera mitad"". El francés aguantó con dolor toda la segunda mitad y ya en Madrid pasó las pruebas pertinentes que determinaron que sufre una fractura por estrés incompleta en el segundo metatarsiano del pie izquierdo.",02 de noviembrede 2023Actualizado a las 12:31 h.,marca
Los dos escalones que separan a la Selección Española de París 2024,"La Selección Española Femenina ha terminado la cuarta jornada de la fase de grupos de la Nations League 23/24 como la líder en solitario del Grupo A4, habiendo hecho pleno de victorias en lo que llevamos de esta fase. Unos resultados que permiten a La Roja encontrarse a solo dos victorias de sentenciar su clasificación para el Torneo Olímpico de Fútbol Femenino en 2024, que es disputado por las selecciones absolutas, a diferencia de lo que sucede en el masculino, que lo juegan los combinados sub-23.
Estos son los pasos que debe seguir España para obtener uno de los dos pases europeos que están en juego para los JJ. OO. 2024:
La Selección Española Femenina es la líder del Grupo A4 con los 12 puntos que ha sumado a falta de dos jornadas por disputarse de la fase de grupos de la Nations League. De esta manera, España está a tan solo un triunfo de clasificarse matemáticamente para disputar la Final Four de este torneo, en la que estarán en juego los dos billetes para los Juegos Olímpicos.
Esos son los dos últimos partidos que le quedan por disputar a La Roja en esta fase de grupos:
Si no salta la sorpresa, España logrará el pase a la fase final de la UEFA Women's Nations League, que se jugará entre el 21 y el 28 de febrero de 2024. En esta Final Four, el combinado español se verá las caras con el primer clasificado de uno de los otros tres grupos en una semifinal a partido único.
Un duelo en el que el vencedor obtendrá directamente el boleto para viajar a los Juegos Olímpicos de París 2024 y el perdedor, en principio, dirá adiós a esta cita. Aunque hay una posibilidad que le otorgaría una segunda oportunidad.
En total, tres selecciones europeas participarán en los Juegos Olímpicos de París. Sin embargo, solo hay dos boletos en juego en la Nations League Femenina, puesto que Francia ya tiene garantizada su presencia al ser la anfitriona. Por este motivo, si Francia (1.ª del Grupo A2) accede a la final de la Nations League, el segundo billete para los JJ. OO. lo conseguiría la selección que ganase el partido por el tercer puesto de este torneo.",02 de             noviembre     de 2023Actualizado a las 11:40 h.,marca
La increíble historia del Manchester City que estuvo 13 horas sin marcar en casa,"El Manchester City es un rodillo. Campeón de cinco de las últimas seis Premiers y del triplete el curso pasado, el equipo de Guardiola exhibe cada partido su poderío ofensivo más allá de la voracidad de Erling Haaland. En las siete campañas anteriores con Pep han alcanzado o superado los 80 goles en la Liga inglesa, situando su techo en los 106 de la 2017-18. 
Sin embargo, no todo fue siempre un frenesí realizador en la parte 'celeste' de Mánchester. Antes de que los Emiratos compraran el club en 2008 y de que su estadio se llamara Etihad, el City of Manchester fue testigo en 2007 de una crisis goleadora sin precedentes.
El City estuvo ¡13 horas! sin marcar en Premier en casa. Ocho meses, ocho jornadas y 781 minutos pasaron desde que Samaras anotara en el triunfo (2-1) sobre el Everton el 1 de enero de 2007 hasta que Johnson rompió el maleficio 'mojando' en la victoria (1-0) sobre el Derby County el 15 de agosto. Ya era otra campaña (2007-08).
Aquella temporada (2006-07), los hinchas del City se fueron a casa sin ver un gol de su equipo en 13 de 19 partidos de Premier en casa. Apenas anotaron 10 en su estadio quedándose a cero durante esta mala racha ante Blackburn (0-3), Reading (0-2), Wigan (0-1), Chelsea (0-1), Charlton (0-0), Liverpool (0-0), Aston Villa (0-2) y Manchester United (0-1). Un drama.
Fue un momento difícil y nos costó crear ocasiones. Y cuando las conseguíamos, no encontrabámos la red. Fue frustrante para todos
""Recuerdo vivamente el penalti de Samaras porque pasó mucho tiempo antes de que volviéramos a marcar en casa. No parecía que nos fuéramos a quedar sin anotar cada vez que jugábamos"", resume el exjugador Nedum Onuoha en la web de los 'sky blues'. Stuart Pearce probó de todo sin dar con la tecla. ""Fue un momento difícil y nos costó crear ocasiones. Y cuando las conseguíamos, no marcábamos. Fue frustrante para todos"", destacó Stephen Ireland. 
Si nos quedábamos por detrás en el marcador en un partido, la presión que sentíamos era enorme
A pesar de contar con una larga lista de atacantes (Samaras, Corradi, Mpenza, Vasell, Dickov, Sturridge...) el City no encontraba el camino al gol ante su afición. ""Hicimos sesiones extra de remate en los entrenamientos. No porque los delanteros desperdiciaran oportunidades evidentes en cada partido, sino que simplemente no estábamos creando ocasiones. Si nos quedábamos por detrás en el marcador en un partido, la presión que sentíamos era enorme"", desveló el exportero Nicky Weaver. 
Sólo sus victorias fuera (Middlesbrough (0-2), Newcastle (0-1) y Fulham (1-3) les permitieron salvarse. Acabaron decimocuartos. Fueron el equipo menos goleador de la Premier (29 tantos en 38 jornadas, empatados con el colista Charlton) y su 'pichichi' fue Barton con ¡seis dianas! Los 'sky blues' eran un equipo de mitad de tabla que vivía a la sombra del United en Mánchester.
Una situación impensable en la actualidad. En 10 actos esta temporada, Haaland ya suma 11 tantos y el City ha igualado los 10 goles en casa que sumaron aquel curso en apenas cuatro duelos en el Etihad. La pesadilla (y la sequía) forman parte del pasado.",02 de noviembrede 2023Actualizado a las 08:49 h.,marca
"""La llegada de Alonso a Red Bull es una mera ilusión, es muy poco probable""","Siete podios, 183 puntos y la sensación de haber estado más cerca que nunca de la 33. Cualquiera que se hubiese imaginado el año 2023 de Fernando Alonso habría firmado con sangre todo lo sucedido, pero una segunda mitad de Mundial más que agridulce ha abierto la veda.
Fernando acaba contrato en 2024 con Aston Martin y su deseo de acabar por la puerta grande su carrera ha desatado los rumores. Los pobres resultados de Sergio Pérez en Red Bull podrían abrir al asturiano las puertas de la escudería austríaca, pero el deseo de Aston Martin de dar un paso adelante importante el próximo año hace casi imposible esa dupla Verstappen - Alonso.
En MARCA Daily, el podcast diario de MARCA, analizamos el futuro del bicampeón del mundo de Fórmula 1 con Cristóbal Rosaleny, comentarista en Radio MARCA y DAZN, y Marco Canseco, periodista MARCA.
¡Ya puedes escuchar el último episodio de MARCA Daily!
Suscríbete gratis en Apple Podcast, Spotify, Ivoox u Omny.",02 de noviembrede 2023Actualizado a las 06:01 h.,marca
Los Lakers rompen la mala racha que avergonzaba a su historia,"Si Los Ángeles Lakers son un equipo contendiente al anillo de campeón de la NBA o un buen equipo de baloncesto solo lo dirá el paso del tiempo del curso. Aunque existe costumbre en las recuperaciones milagrosas de la franquicia (pasó en 2008 con el aterrizaje de Pau Gasol o en la 2023 con la reconstrucción de invierno), la temporada regular es el medidor para ser. De momento, en el terreno del 'corazón', ese que llega al aficionado que ve sus partidos todas las noches e incluso paga entradas tremendas para ir al otrora Staples, el equipo ha ganado algo que debía. El derbi, a Los Ángeles Clippers (130-125) tras una racha que avergonzaba a su gente.
Los Lakers llevaban 11 partidos contra los Clippers consecutivos sin ganar. Tres temporadas completas. Y no, evidentemente no influye en grandeza (miren hacia el techo y cuenten banderas), pero sí en estado anímico. El equipo oro y púrpura lo hizo tras una prórroga y con nuevo recital de un LeBron James al que no le pesa que le digan que lleva 21 años jugando a esto (42 minutos, 35 puntos y 12 rebotes),
Los Lakers abrazaron su ciudad, esa que es la primera que les defiende... y les va a ver en sus malos momentos. Fue tras prórroga, a la que se llegó tras un canastón de Paul George. Como ocurrió ante los Suns, los Lakers tenían un plus en el tiempo extra. Se lo dio Austin Reaves y LeBron James golpeando en transición y aunque Kawhi Leonard hizo un triple para reducir la renta de los Clippers, apareció otro invitado laker: Christian Wood.
Llegó para eso y en los últimos segundos selló el triunfo con un buen 'putback' tras rebote ofensivo. Igualan, con 3-2 en el récord, a los Clippers y sonríen tras los 35 de LeBron, 27 de Russell, 27 de Davis y neutralizando una exhibición de Kawhi, 38 puntos. Para LeBron, otro récord. Nadie había metido tanto en el año 21 de carrera.
Aunque en el Oeste el primero en la clasificación se llaman los Dallas Mavericks. No pierden (4-0) y las pésimas sensaciones con las que cerraron la 2022-23 son diferentes en el nuevo curso. Es impactante su inicio, porque hasta con malos partidos consiguen ganar. Fue el caso en el triunfo ante los Chicago Bulls (114-105).
Kyrie Irving era baja y Luka Doncic no estuvo a su mejor nivel de juego (18 puntos, 10 asistencias y 7 rebotes), pero interpretaron a la perfección el final. Salió del esloveno, que decidió pasar a ser más generoso para ganar. Supo abrir a Hardy en un triple decisivo con solo tres arriba (103-100) y dio un pase de fábula a Josh Green para que matase el encuentro acto seguido. 
El partido de la jornada bien puede ser otro duelo tremendo entre Golden State Warriors y Sacramento Kings (102-101). Lo ganó un jugador del que se rumorea su descontento con la Bahía y que estudia su futuro, Klay Thompson. Con una de las suyas. Supo salir hacia dentro, encontrar rápido un tiro de media distancia y ejecutar a unos Kings que siguen llevando al límite a casi cualquiera. 'Clutch' de Klay.
No necesitaron al mejor Curry (21 puntos) y sacaron todo su arsenal en el final loco. Curry les colocó con un gran lanzamiento uno arriba a falta de 32 segundos, pero Domantas Sabonis contestó con 15 y devolvió a Sacramento. Klay entonces asumió y fijó la cuarta victoria del curso para la gran dinastía de la NBA moderna.
La paliza de la noche correspondió a los Boston Celtics. Un 155-104 ante los Indiana Pacers. 51 puntos de diferencia, 155 anotados y la máxima anotación de los 'Orgullosos Verdes' en 30 años. Una máquina casi perfecta de jugar al baloncesto para anular a unos Pacers pésimos en el tiro, 5/37 desde el triple.
Aportaron todos: Tatum, el más destacado, con 30 puntos y 12 rebotes lideró a Boston. Y hasta otros siete jugadores sobrepasaron la barrera de los 10 puntos anotados, con 18 White, 17 Hauser, 16 Brown, 15 Holiday y Pritchard, 13 Porzingis y 11 Banton. Fiesta verde.",02 de noviembrede 2023Actualizado a las 12:20 h.,marca
"Doncic, de un mal partido a una jugada de ajedrez para ganar","Luka Doncic jugó su peor partido tras un inicio fabuloso de temporada regular con los Dallas Mavericks. El prodigio esloveno terminó con 18 puntos, pero pobres porcentajes de acierto (5/16 en el lanzamiento y 1/8 desde el triple), además de sumar 7 rebotes y 10 asistencias en 40 minutos de juego. Pero sus Dallas Mavericks ganaron (114-105) a los Chicago Bulls, siguen imbatidos y solo los Boston Celtics -en el Este- cuentan con un récord similar en la NBA.
El mal partido en lo numérico de Luka no fue impedimento para ver su estilo propio en los segundos finales. Con seis arriba tras el triple de Hardy, el esloveno deja un detalle de inteligencia plena sobre la cancha. Ve cómo la marca de los Bulls cambia y buscan atraparle, saca un enorme tiralíneas a Josh Green que está en la esquina y sentencia el partido. Asistencia de crack.
Jason Kidd, técnico de los Mavs, reconoció la labor de Doncic. ""Está participando en los dos lados de la cancha a un alto nivel. Tanto ofensivamente como defensivamente"", explicó tras el cuarto triunfo en cuatro noches de los Mavericks.",02 de noviembrede 2023Actualizado a las 12:10 h.,marca
Los giros de guion de Carlos Verona,"Carlos Verona ha sido uno de los grandes nombres de este loco mercado ciclista. Una situación que, por otro lado, ha podido afectar el rendimiento de uno de los ciclistas españoles más solventes. A inicios de año tomó la decisión de salir del Movistar Team. Tras un lustro con los navarros, decidió irse con Ineos. Después, esa oferta se torció y regresó al mercado, donde Movistar le abrió de nuevo las puertas antes de que Lidl-Trek las cerrara de forma definitiva. El madrileño, a su paso por el Madrid Criterium, explica en MARCA los detalles de todo lo que le ha sucedido y el gran proyecto al que se ha abrazado.
""Me pongo un 5 a mi temporada. No ha sido sencillo el curso por el cambio de calendario, lesiones..."", avanza un Verona que, en la capital, pudo correr su última cita con el maillot del cuadro telefónico. Que quería una salida lo supo desde muy pronto. ""Este año buscaba cambiar el calendario con otra cosa, algo alternativo. Pedí el Giro y se me concedió. También a inicios de curso sabía que iba a cambiar de equipo. Esto son etapas y creo que me tocaba cambiar, como ocurrió en el pasado con otros equipos. Fui al Giro y después quería preparar el Tour"", expone alguien que se quedó sin pedalear en la ronda francesa.
Escucha el episodio completo:
""Eusebio ya me dijo que no me podía asegurar la plaza. Después del Giro hice altura y fui a los Campeonatos. Eusebio me dijo que no entraba. Me dolió, pero lo entendí. Había compañeros que habían preparado el Tour a conciencia. Me pidieron que descansara y preparara LaVuelta. Y lo hice. Dolido porque había hecho muchos esfuerzos para estar en Francia, pero al final no pude estar ni en el Tour ni en LaVuelta"".
La mala suerte y la falta de salud tocaron su puerta: ""Tras Burgos sentí un dolor cervical, pensé que sería algo postural. Pero no fue así. El equipo quiso ser prudente. Creo que podría haber estado en carrera, pero fue decisión del equipo. Optó por dejarme en casa y llevar a Imanol [Erviti]. Me dio mucha rabia, pero fue una cuestión de salud. Algunos se piensan que fue un castigo, pero no es así. Me voy con una relación increíble con Movistar. Después de aquí, de Madrid, me iré a comer con Eusebio. Han sido cinco años muy buenos y no puedo tener malas palabras para él. El final no es el que me hubiera gustado tener, pero el destino no quiso que fuera a esas carreras"".
Quería cambiar de jersey para portar el de Ineos, pero un mercado extraño le birló esa posibilidad cuando la tenía acordada. ""Ha sido un poco raro, la verdad. Tenía una muy buena oferta para tres años. Quería cambiar de aires. Ineos era una de las opciones, la que se posicionó más fuerte. Decidí aceptar. A partir de ahí no sé qué pasó, sólo sé que me vi a finales de junio otra vez en el mercado. Con muchos presupuestos cerrados y con equipos sin espacio. Unzué me abrió las puertas otra vez, algo que tengo que agradecer después de cinco meses donde pensaba que estaba fuera. Y lo hizo con buenas condiciones. Pero quería cambiar"".
De ahí, al Lidl-Trek: ""Esta estructura era una de mis prioridades. De hecho, en febrero hablé con ellos, pero en esa época no tenían la realidad del nuevo sponsor (Lidl). Había que esperar. Luego decidí tocar a su puerta, que era mi espinita, y después de varias conversaciones con Josu Larrazabal se concretó todo. Fue el destino. El plan en principio era uno, salió otro pero a día de hoy estoy muy contento con el resultado"".
Con los americanos le esperan comodidades y un grupo capaz de todo. ""Venimos de pasar unos grandes días en Estados Unidos con el grupo. Ellos tienen la idea de asaltar el número uno del ranking UCI y creo que puedo aportar mucho para ayudar"", apunta alguien que ha firmado hasta 2025. Allí deberá ayudar a sus jefes, pero también contará con oportunidades: ""Sé que puedo dar otro paso hacia delante"".
 Verona se pasó el pasado fin de semana por la segunda edición del Madrid Criterium. Una cita que resultó todo un éxito y que contó con más de 15.000 personas el domingo en Callao: ""Es una suerte poder vivir un evento así, disfrutando del cariño de la gente y reencontrándote con compañeros y amigos"".",02 de noviembrede 2023Actualizado a las 09:04 h.,marca
"LeBron James para el tiempo ante los Clippers: mates, defensa, victoria... y récords en su curso 21","A pesar de las amenazas de Los Ángeles Lakers de dejar a LeBron James sin muchos minutos para conservar su físico en la 21ª temporada del mito en la NBA, la realidad impera. El rey para el tiempo... o lo rompe. Sigue siendo el jugador más decisivo de la franquicia oro y púrpura, que ganó al rival de la ciudad, los Clippers (130-125), con un show del chico de Akron. Incidió en todo. Ataque, defensa, anotación y deja claro que no existe nadie como él pese a que sobrepase las dos décadas en la NBA. 
Las estadísticas no engañan. LeBron se fue a los 35 puntos -en un 68,4% de acierto en tiros de campo, 12 rebotes, 7 asistencias, 2 tapones y un robo. Hizo todo. Apareció en la prórroga, con un enorme mate tras alley-oop de Austin Reaves, para abrir camino y durante el partido demostró que sigue teniendo todo en transición y fuerza física. ""Lo que hace es ridículo"", dijo un alucinado Jayson Tatum en sus redes al terminar el encuentro.
Lo que hace LeBron es ridículo
Es totalmente decisivo para los Lakers y dentro de la propia liga. Porque en los periodos finales (último cuarto y prórroga), es igual de vital. Promedia 11,6 puntos en esos minutos en unos alucinantes porcentajes de acierto: 71% en tiros de campo, 45% desde el triple y 71% en el tiro libre. 
Nadie ha visto algo igual. 21 campañas para seguir siendo el mejor. A estas alturas (sexto partido) llega con 24,6 puntos, 9 rebotes, 6,6 asistencias, 1,4 robos, un tapón y 2,2 triples anotados. Nadie nunca con 21 temporadas jugadas supera a LeBron en alguna de esas estadísticas. 
Y genera otra retahíla de récords: más puntos en un partido, más partidos de 20 y 25 puntos, más partidos de más de cico asistencias, el primero con 15 rebotes capturados y los primeros 20+5+5, 25+5+5 y 30+5+5 e el cómputo global entre los jugadores que alcanzaron las 21 campañas en la NBA. LeBron es único. Ha parado el tiempo.",02 de noviembrede 2023Actualizado a las 12:21 h.,marca
Bruce Bochy logra un hito nunca visto en la MLB tras guiar a los Texas Rangers a ganar las Series Mundiales,"Hace un año, los Texas Rangers anunciaron el fichaje de Bruce Bochy como su mánager. El tres veces campeón de las Series Mundial al frente de San Francisco Giants no entrenaba desde 2019 cuando se retiró después de 13 temporadas al frente de este equipo. 
Ahora, 12 meses después ha incorporado un nuevo título a su palmarés. Ha llevado a los Rangers a ganar sus primeras Series Mundiales desde su estreno como franquicia en 1962.  Es el quinto entrenador que gana este título con dos equipos diferentes. Se une a Bucky Harris (1924 con Washington Senators y 1947 con New York Yankees), Bill McKechnie (1925 con Pittsburgh Pirates y 1940 con Cncinnati Reds), Sparky Anderson (1975 y 1976 con Cincinnati Reds y 1984 con Detroit Tigers) y Tony La Russa (1989 con Oakland Athletics y 2006 y 2011 con St. Louis Cardinals). 
Bochy no sólo es el que más títulos atesora de los cinco. Llega a los cuatro (2010, 2012 y 2014 con San Francisco Giants y 2023 con los Texas Rangers), sino que es el primer entrenador en toda la historia de la MLB que gana con un equipo al que había derrotado con anterioridad en las Series Mundiales. En 2010 los Giants se impusieron a los Rangers. 
Bochy ha ganado 2.093 partidos (56 de playoffs) de los 4.032 que atesora como mánager. En el top de entrenadores con más títulos de Series Mundiales, con siete están Casey Stengel y Joe McCarthy, ambos al frente de los New York Yankees. Con cinco figuran Walter Alston (Los Angeles Dodgers) y Joe Torre (New York Yankees).
Los Rangers, que antes fueron los Washington Senators de 1961 a 1971, alcanzaron la Serie Mundial en 2010 y 2011. La primera la perdieron ante los San Francisco Giants, guiados por Bruce Bochy , en cinco juegos. La segunda, en siete, ante los St. Louis Cardinals.
Sólo quedarían cinco equipos sin ganar unas Series Mundiales: Seattle Mariners, Colorado Rockies, Tampa Bay Rays, San Diego Padres y Milwaukee Brewers.",02 de noviembrede 2023Actualizado a las 11:25 h.,marca
"Jonathan Lastra, el 'killer' que descubrió el Giro: ""Es mucho más duro que LaVuelta""","AJonathan Lastra (Bilbao, 1993), uno de los perfiles más interesantes y diferentes en cuantos abundan en el ciclismo nacional, le cambió la vida en el inicio del curso 2023. Tras una vida pegada al verde del Caja Rural, el vasco se mudó a Cofidis. Un salto por objetivos y potencial para buscar dar el siguiente paso en su carrera. De momento, descubrió el Giro de Italia, dio muestras de potencial en carreras interesantes como el Artic Tour of Norway, y en la despedida de la temporada en Madrid, el Criterium en la céntrica Plaza de Callao, pide más. Es su turno del siguiente nivel.
Escucha el episodio completo:
Porque ha probado nuevas experiencias después de labrarse una carrera en Caja Rural, donde rozó ganar en una Grande con su segundo puesto en LaVuelta 2019 tras Mikel Iturria en la etapa de Urdax o venció en carreras portuguesas como Torres Vedras (2022). En Cofidis aspira a cambiar 'otra vez de ritmo'. Buscar nuevos horizontes.
Empiezan en carreras como el Giro de Italia. ""Es más dura que LaVuelta. Nos tocó una carrera diferente, solo en la última semana no llovió muchísimo. Es mucho más duro y se corre totalmente diferente por eso. En una Vuelta hay días en los que quizá la fuga se disputa más o los de la general van a por ella, en el Giro se pausa. Porque se nota en los últimos días"", relata a MARCA. Destacó su puesto 24º en la dura jornada de Nápoles.
El Giro es una carrera mucho más dura que LaVuelta
Uno de los puntos a mejorar es la salud. ""Al final no fue un año malo... pero tampoco bueno. La salud no me respetó ni al principio ni al final. Cuando la hubo fue bien"", rememora. Todo lo contrario a la adaptación, cosa más que superada. ""Hay muchos españoles y te ayudan tanto en idioma como a manejarte"", concreta.
Eso deja un 2024 para seguir subiendo enteros. ""No sé si tocará hacer alguna Grande, aunque yo solo pido que nos respete la salud... y poder probar en diferentes carreras. Las de Francia, para mi perfil, son buenas porque es duro, llegan grupos y corredores como yo nos podemos adaptar"", sentencia en pleno Madrid Criterium. Allí puso el broche... y el 'killer' quiere más.",02 de noviembrede 2023Actualizado a las 11:12 h.,marca
Verstappen atiza a la F1,"Max Verstappen no es de los que se callan lo que piensan. Y es un piloto de la vieja escuela. Si juntas esos dos factores te encuentras con que no sea precisamente fan de todos esos cambios que está introduciendo Liberty Media en el Mundial de F1 con el objetivo de hacer más atractivos los fines de semana de gran premio.
Al flamante tricampeón mundial no le gusta nada el formato de sprint. Siempre que puede, el neerlandés lanza una pulla a los rectores del Gran Circo. Y esta semana toca correr otra prueba corta y aprovechando la coyuntura sale a luz otras duras palabras del '1' sobre esta cita del sábado incluida en el programa de unas pocos grandes premios. 
Se empezaron con tres sprint al año y este año se ha duplicado la cifra a seis. Como anécdota, cabe destacar que Verstappen ha sellado matemáticamente su tercera corona en la carrera corta disputada en Qatar. Ciertamente, no fue la manera soñada por Max de meterse en el bolsillo su nuevo logro. 
Y estamos hablando del piloto que ha ganado más sprint. No es que le vaya mal en este apartado. De hecho, en su casillero de victorias se puede ver un rotundo seis. Por detrás tiene a Valtteri Bottas con dos triunfos. Mientras que George Russell, Checo Pérez y Oscar Piastri se han embolsado una.
A Max no le gusta el sprint por varios motivos, pero un hecho en el que ha insistido es que cambia mucho la manera de afrontar el fin de semana. ""Deberíamos deshacernos de los grandes premios con sprint. De esa manera, todo el mundo podría configurar sus coches con normalidad. Lo que le sucedió a Hamilton y Leclerc (descalificados en Austin por irregularidades técnicas en sus respectivos monoplazas) no habría pasado en un fin de semana de carreras normal. Estas cosas sólo suceden cuando hay sprint y todo se hace de forma apresurada entre los Libres 1 y la calificación. Por nuestra parte, creo que allí fuimos un poco demasiado conservadores, pero eso sigue siendo mejor que lo opuesto"", ha subrayado la estrella de Red Bull, en unas recientes declaraciones a la Prensa internacional.
Su vena más crítica también sale a relucir cuando piensa en el próximo cambio de reglas que está previsto para 2026. ""¿Por qué se tiene que intentar inventar algo constantemente? Creo que nuestro producto funciona si nos aseguramos de que los coches son competitivos y las reglas siguen siendo las mismas durante mucho tiempo. ¿Cuál es la razón de estar inventando cosas nuevas todo el rato? Me parece un poco locura eso de tener que inventar algo. En el fútbol no cambian las reglas, ni en otros deportes. Ha sido así durante 100 años. ¿Por qué de repente tenemos que inventar otras cosas para intentar hacerlo entretenido? Creo que si tienes buenas carreras con coches que están cerca unos de otros, entonces no necesitas los fines de semana con sprint"", ha remachado el '1'.
Curiosamente, el último Mundial igualado fue el de 2021, el año anterior al cambio de reglamento técnico. Precisamente, esa temporada acabó con un duelo memorable entre Verstappen y Hamilton. Se llegó a la última cita de Abu Dhabi con ambos pilotos empatados a puntos. Al final se impuso Max en un polémico final que recuerda todo aficionado a la F1.",02 de noviembrede 2023Actualizado a las 10:59 h.,marca
